"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code","acquisition_number"
"328136","LUCERNE SLICED SHARP CHEDDAR NATURAL CHEESE","2013-06-05","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21130046034","NFY120D0T"
"328137","LUCERNE SLICED SHARP CHEDDAR NATURAL CHEESE","2013-05-22","","","2013-03-25","Retail store","","","DENVER","Safeway","CO","21130046034","NFY120D0S"
"328138","LUCERNE SLICED SHARP CHEDDAR NATURAL CHEESE","2013-06-05","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21130046034","NFY120D0W"
"328154","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR CHEESE","2013-09-01","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742122809","NFY120D0K"
"328155","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR","2013-08-29","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742122809","NFY120D55"
"328156","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR CHEESE","2013-09-01","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742122809","NFY120D0H"
"328157","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR","2013-08-29","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742122809","NFY120D56"
"328158","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR CHEESE","2013-09-01","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742122809","NFY120D0I"
"328159","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR","2013-08-29","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742122809","NFY120D57"
"328160","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR","2013-08-29","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742122809","NFY120D58"
"328161","GREAT VALUE DELI STYLE SLICED SHARP CHEDDAR CHEESE","2013-09-01","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742122809","NFY120D0J"
"328176","SHOP RITE SHARP CHEDDAR CHEESE","2013-09-08","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","207026603714","NFY120D2Y"
"328177","SHOP RITE SHARP CHEDDAR CHEESE","2013-09-08","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","207026603714","NFY120D2X"
"328178","PUBLIX SHARP CHEDDAR CHEESE","2013-07-28","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","41415273658","NFY120D0Y"
"328179","PUBLIX SHARP CHEDDAR CHEESE","2013-07-28","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","41415273658","NFY120D0X"
"328192","FOOD LION NATURAL SHARP CHEDDAR CHEESE","2013-08-28","","","2013-03-22","Retail store","S1340P 060 219 DT 11:37","","CARRBORO","Food Lion","NC","35826059666","NFY120D4V"
"328193","FOOD LION NATURAL SHARP CHEDDAR CHEESE","2013-08-28","","","2013-03-22","Retail store","S1340P 060 219 DT 11:37","","CARRBORO","Food Lion","NC","35826059666","NFY120D4W"
"328194","FOOD LION NATURAL SHARP CHEDDAR CHEESE","2013-08-28","","","2013-03-22","Retail store","S1340P 060 219 DT 11:37","","CARRBORO","Food Lion","NC","35826059666","NFY120D4T"
"328195","FOOD LION NATURAL SHARP CHEDDAR CHEESE","2013-08-28","","","2013-03-22","Retail store","S1340P 060 219 DT 11:36","","CARRBORO","Food Lion","NC","35826059666","NFY120D4U"
"328209","","2015-04-27","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","78742039763","NFY120WOZ"
"328210","","2015-04-27","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","78742039763","NFY120WP0"
"328211","","2015-05-04","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","78742039763","NFY120WOU"
"328212","","2015-05-04","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","78742039763","NFY120WOV"
"328213","","2015-04-27","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","78742039763","NFY120WOY"
"328214","","2015-05-04","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","78742039763","NFY120WOW"
"328228","","2015-03-24","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","21000630332","NFY120WEI"
"328229","","2015-03-24","","","2014-11-10","Retail store","XCK 47","","HARRODSBURG","Walmart Supercenter","KY","21000625055","NFY120WEL"
"328230","","2015-03-24","","","2014-11-08","Retail store","XCK 48","","ROANOKE RAPIDS","Food Lion","NC","21000638666","NFY120WEW"
"328231","","2015-03-04","","","2014-11-08","Retail store","XCK 48","","ROANOKE RAPIDS","Food Lion","NC","21000638666","NFY120WEX"
"328232","","2015-03-24","","","2014-11-10","Retail store","XCK 47 ","","HARRODSBURG","Walmart Supercenter","KY","21000625055","NFY120WEK"
"328249","","2015-03-16","","","2014-11-11","Retail store","","","MCDONOUGH","Publix Supermarket","GA","21000625031","NFY120WMW"
"328250","","2015-03-16","","","2014-11-11","Retail store","","","MCDONOUGH","Publix Supermarket","GA","21000625031","NFY120WMX"
"328251","","2015-03-24","","","2014-11-10","Retail store","","","NEWBURGH","Walmart Supercenter","IN","21000625031","NFY120WN0"
"328252","","2015-03-24","","","2014-11-10","Retail store","","","NEWBURGH","Walmart Supercenter","IN","21000625031","NFY120WN1"
"328253","","2015-02-01","","","2014-11-09","Retail store","XCF 78","","TUCSON","Bashas Market","AZ","21000051274","NFY120WN5"
"328254","","2015-02-01","","","2014-11-09","Retail store","XCF 78","","TUCSON","Bashas Market","AZ","21000051274","NFY120WN4"
"328267","PUBLIX SHREDDED SHARP CHEDDAR","2015-03-20","","","2014-11-11","Retail store","","","MCDONOUGH","Publix Supermarket","GA","41415117655","NFY120WOI"
"328268","MY ESSENTIALS SHREDDED SHARP CHEDDAR","2015-03-23","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","725439109482","NFY120WO3"
"328269","MY ESSENTIALS SHREDDED SHARP CHEDDAR","2015-03-23","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","725439109482","NFY120WO4"
"328270","ESSENTIAL EVERYDAY SHREDDED SHARP CHEDDAR","2015-03-28","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303008072","NFY120WOP"
"328271","FOOD CLUB SHREDDED SHARP CHEDDAR","2015-02-14","","","2014-11-09","Retail store","S1187 H","","TUCSON","Bashas Market","AZ","36800131552","NFY120WOT"
"328272","PUBLIX SHREDDED SHARP CHEDDAR","2015-03-20","","","2014-11-11","Retail store","","","MCDONOUGH","Publix Supermarket","GA","41415117655","NFY120WOH"
"328273","ESSENTIAL EVERYDAY SHREDDED SHARP CHEDDAR","2015-03-28","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303008072","NFY120WOQ"
"328287","","2015-04-17","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110501585","NFY120WNZ"
"328288","","2015-04-25","","","2014-11-10","Retail store","","","HARRODSBURG","Kroger","KY","11110501585","NFY120WP2"
"328289","","2015-04-17","","","2014-11-08","Retail store","","","HOUSTON","Kroger","TX","11110501585","NFY120WO8"
"328290","","2015-04-25","","","2014-11-10","Retail store","","","HARRODSBURG","Kroger","KY","11110501585","NFY120WP3"
"328291","","2015-04-17","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110501585","NFY120WO0"
"328292","","2015-04-17","","","2014-11-08","Retail store","","","HOUSTON","Kroger","TX","11110501585","NFY120WO9"
"328306","","2015-03-08","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","21000625031","NFY120WNC"
"328307","","2015-03-15","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","21000625031","NFY120WND"
"328308","","2015-03-08","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","21000625031","NFY120WNW"
"328309","","2015-03-16","","","2014-11-10","Retail store","XCK 48","","HARRODSBURG","Walmart Supercenter","KY","21000625031","NFY120WNN"
"328310","","2015-03-08","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","21000625031","NFY120WNV"
"328311","","2015-03-16","","","2014-11-10","Retail store","XCK 48","","HARRODSBURG","Walmart Supercenter","KY","21000625031","NFY120WNO"
"328327","","2015-03-07","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21000625055","NFY120WEE"
"328328","","2015-02-07","","","2014-11-09","Retail store","","","VERONA","Community Supermarket","PA","21000625055","NFY120WEP"
"328329","","2015-03-07","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21000625055","NFY120WEF"
"328330","","2015-02-07","","","2014-11-09","Retail store","","","VERONA","Community Supermarket","PA","21000625055","NFY120WER"
"328331","","2015-03-07","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21000625055","NFY120WEG"
"328332","","2015-03-07","","","2014-11-09","Retail store","","","VERONA","Community Supermarket","PA","21000625055","NFY120WEO"
"328336","ESSENTIAL EVERYDAY SHREDDED MILD CHEDDAR","2015-03-14","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303007983","NFY120WFF"
"328337","LAURA LYNN SHREDDED MILD CHEDDAR","2015-01-28","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","86854008225","NFY120WGN"
"328338","FAREWAY SHREDDED MILD CHEDDAR","2015-04-19","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21333830027","NFY120WFK"
"328339","LAURA LYNN SHREDDED MILD CHEDDAR","2015-01-28","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","86854008225","NFY120WGO"
"328340","ESSENTIAL EVERYDAY SHREDDED MILD CHEDDAR","2015-03-14","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303007983","NFY120WFG"
"328341","FAREWAY SHREDDED MILD CHEDDAR","2015-04-19","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21333830027","NFY120WFJ"
"328345","","2015-03-30","","","2014-11-08","Retail store","","","HOUSTON","HEB","TX","21000625031","NFY120WMS"
"328346","","2015-02-11","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","21000625031","NFY120WNR"
"328347","","2015-03-24","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","21000625031","NFY120WN8"
"328348","","2015-03-15","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21000625031","NFY120WNJ"
"328352","SHOP RITE SHREDDED SHARP CHEDDAR","2015-04-20","","","2014-11-10","Retail store","","","NORTH BRUNSWICK","Shoprite","NJ","41190458455","NFY120WOC"
"328353","FAREWAY SHREDDED SHARP CHEDDAR","2015-03-31","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21333830140","NFY120WOF"
"328354","SCHNUCKS SHREDDED SHARP CHEDDAR","2015-05-28","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","41318580914","NFY120WOM"
"328355","SCHNUCKS SHREDDED SHARP CHEDDAR","2015-05-28","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","41318580914","NFY120WOL"
"328359","","2015-02-24","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","21000625055","NFY120WES"
"328360","","2015-03-30","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","21000625055","NFY120WEA"
"328361","","2015-02-24","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","21000625055","NFY120WEU"
"328362","","2015-03-30","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","21000625055","NFY120WEC"
"328363","","2015-02-24","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","21000625055","NFY120WET"
"328364","","2015-03-30","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","21000625055","NFY120WEB"
"328377","","2015-04-19","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","78742374673","NFY120WFE"
"328378","","2015-04-27","","","2014-11-10","Retail store","SJ 16:17 1002","","HARRODSBURG","Walmart Supercenter","KY","78742353180","NFY120WG8"
"328379","","2015-04-30","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","78742353180","NFY120WGB"
"328380","","2015-04-30","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","78742353180","NFY120WGC"
"328381","","2015-04-27","","","2014-11-10","Retail store","SJ 16:17 1002","","HARRODSBURG","Walmart Supercenter","KY","78742353180","NFY120WG7"
"328395","WEGMANS SHREDDED MILD CHEDDAR","2015-02-24","","","2014-11-10","Retail store","","","WOODBRIDGE","Wegmans Food Market","NJ","77890334263","NFY120WF0"
"328396","WEGMANS SHREDDED MILD CHEDDAR","2015-02-24","","","2014-11-10","Retail store","","","WOODBRIDGE","Wegmans Food Market","NJ","77890334263","NFY120WF1"
"328397","SCHNUCKS SHREDDED MILD CHEDDAR","2015-04-07","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","41318580273","NFY120WF7"
"328398","MY ESSENTIALS SHREDDED MILD CHEDDAR","2015-03-07","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","725439109536","NFY120WGK"
"328399","SCHNUCKS SHREDDED MILD CHEDDAR","2015-04-07","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","41318580273","NFY120WF6"
"328400","MY ESSENTIALS SHREDDED MILD CHEDDAR","2015-03-13","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","725439109536","NFY120WGJ"
"328401","FOOD CLUB SHREDDED MILD CHEDDAR","2014-12-23","","","2014-11-09","Retail store","S1340P","","TUCSON","Bashas Market","AZ","36800101364","NFY120WF4"
"328414","","2015-04-17","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110501707","NFY120WFA"
"328415","","2015-04-17","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110501707","NFY120WFC"
"328416","","2015-04-25","","","2014-11-08","Retail store","","","HOUSTON","Kroger","TX","11110501707","NFY120WGF"
"328417","","2015-04-17","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110501707","NFY120WFB"
"328418","","2015-04-25","","","2014-11-08","Retail store","","","HOUSTON","Kroger","TX","11110501707","NFY120WGH"
"328419","","2015-04-25","","","2014-11-08","Retail store","","","HOUSTON","Kroger","TX","11110501707","NFY120WGG"
"328433","","2015-01-17","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","2119401","NFY120XBM"
"328434","","2015-03-15","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","2119401","NFY120XBX"
"328435","","2015-02-24","","","2014-12-16","Retail store","","","BLACKSBURG","Kroger Store","VA","2119401","NFY120XCC"
"328436","","2015-03-15","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","2119401","NFY120XBY"
"328437","","2015-01-17","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","2119401","NFY120XBN"
"328438","","2015-02-20","","","2014-12-16","Retail store","","","BLACKSBURG","Kroger Store","VA","2119401","NFY120XCB"
"328443","","2015-02-11","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","2120106","NFY120XDY"
"328444","","2015-02-11","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","2120106","NFY120XE4"
"328445","","2015-02-11","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","2120106","NFY120XDZ"
"328446","","2015-04-30","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","2120106","NFY120XE5"
"328447","","2015-04-23","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","21000608409","NFY120XE2"
"328455","","2015-02-20","","","2014-11-08","Retail store","","","HOUSTON","HEB","TX","2119401","NFY120XBQ"
"328456","","2015-03-13","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","2119401","NFY120XC6"
"328457","","2015-02-17","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","2119401","NFY120XC1"
"328458","","2015-02-20","","","2014-11-08","Retail store","","","HOUSTON","HEB","TX","2119401","NFY120XBP"
"328459","","2015-03-13","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","2119401","NFY120XC5"
"328460","","2015-02-17","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","2119401","NFY120XC2"
"328473","","2015-04-19","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","78742067735","NFY120XDD"
"328474","","2015-03-10","","","2014-11-10","Retail store","CL 09:57 0001","","HARRODSBURG","Walmart Supercenter","KY","78742039718","NFY120XDF"
"328475","","2015-04-27","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","78742374581","NFY120XDB"
"328476","","2015-03-10","","","2014-11-10","Retail store","CL 09:57 0001","","HARRODSBURG","Walmart Supercenter","KY","78742039718","NFY120XDE"
"328491","SCHNUCKS MILD CHEDDAR BLOCK","2015-03-31","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","41318580365","NFY120XD8"
"328492","FOOD CLUB MILD CHEDDAR BLOCK","2015-03-24","","","2014-11-09","Retail store","S1339F","","TUCSON","Bashas Market","AZ","36800043923","NFY120XCE"
"328493","SCHNUCKS MILD CHEDDAR BLOCK","2015-03-31","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","41318580365","NFY120XD7"
"328494","LAURA LYNN MILD CHEDDAR BLOCK","2014-01-17","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","86854008065","NFY120XCG"
"328495","LAURA LYNN MILD CHEDDAR BLOCK","2014-01-17","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","86854008065","NFY120XCH"
"328509","","2015-02-22","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","21000608386","NFY120XC9"
"328510","","2015-03-06","","","2014-11-10","Retail store","","","HARRODSBURG","Walmart Supercenter","KY","2119401","NFY120XBI"
"328511","","2015-03-13","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","2119401","NFY120XBU"
"328512","","2015-03-06","","","2014-11-10","Retail store","","","HARRODSBURG","Walmart Supercenter","KY","2119401","NFY120XBH"
"328513","","2015-03-13","","","2014-11-08","Retail store","","","ROANOKE RAPIDS","Walmart Supercenter","NC","2119401","NFY120XBT"
"328530","","2015-03-19","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","2120106","NFY120XEE"
"328531","","2015-03-04","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","2120106","NFY120XEJ"
"328532","","2015-02-19","","","2014-11-10","Retail store","","","NEWBURGH","Schnucks","IN","2120106","NFY120XEF"
"328533","","2015-03-05","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","2120106","NFY120XEI"
"328542","SHOPRITE MILD CHEDDAR BLOCK","2015-03-17","","","2014-11-10","Retail store","","","NORTH BRUNSWICK","Shoprite","NJ","41190462476","NFY120XCR"
"328543","FOOD LION MILD CHEDDAR BLOCK","2015-03-23","","","2014-11-08","Retail store","S1340P","","ROANOKE RAPIDS","Food Lion","NC","35826024824","NFY120XCV"
"328544","HEB MILD CHEDDAR BLOCK","2015-02-06","","","2014-11-08","Retail store","","","HOUSTON","HEB","TX","41220931682","NFY120XD3"
"328545","FOOD LION MILD CHEDDAR BLOCK","2015-03-23","","","2014-11-08","Retail store","S1340P","","ROANOKE RAPIDS","Food Lion","NC","35826024824","NFY120XCW"
"328546","HEB MILD CHEDDAR BLOCK","2015-02-06","","","2014-11-08","Retail store","","","HOUSTON","HEB","TX","41220931682","NFY120XD6"
"328547","SHOPRITE MILD CHEDDAR BLOCK","2015-03-17","","","2014-11-10","Retail store","","","NORTH BRUNSWICK","Shoprite","NJ","41190462476","NFY120XCS"
"328550","","2015-04-07","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110586278","NFY120XEV"
"328551","","","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110586278","NFY120XEW"
"328552","","2015-03-25","","","2014-11-08","Retail store","","","HOUSTON","Kroger","TX","11110587336","NFY120XFI"
"328560","FAREWAY MILD CHEDDAR BLOCK","2015-03-31","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21333830218","NFY120XCJ"
"328561","ESSENTIAL EVERYDAY MILD CHEDDAR BLOCK","2015-03-17","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303007150","NFY120XCZ"
"328562","KROGER MILD CHEDDAR BLOCK","2015-04-01","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110586254","NFY120XCO"
"328563","ESSENTIAL EVERYDAY MILD CHEDDAR BLOCK","2015-03-17","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303007150","NFY120XD0"
"328564","FAREWAY MILD CHEDDAR BLOCK","2015-04-22","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21333830218","NFY120XCK"
"328565","KROGER MILD CHEDDAR BLOCK","2015-04-01","","","2014-11-11","Retail store","","","SAN DIEGO","Ralphs Grocery","CA","11110586254","NFY120XCN"
"328568","","2015-04-15","","","2014-11-10","Retail store","S02072345","","HARRODSBURG","Walmart Supercenter","KY","2120106","NFY120XE8"
"328569","","2015-03-26","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","21000608409","NFY120XEC"
"328570","","2015-04-15","","","2014-11-10","Retail store","S02072345","","HARRODSBURG","Walmart Supercenter","KY","2120106","NFY120XE9"
"328586","LAURA LYNN*","2015-01-22","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","86854008102","NFY120XEM"
"328587","FAREWAY_*","2015-06-25","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21333830560","NFY120XEZ"
"328588","SHOP RITE *&","2015-03-18","","","2014-11-10","Retail store","","","NORTH BRUNSWICK","Shoprite","NJ","41190462483","NFY120XF7"
"328589","FAREWAY_*","2015-06-25","","","2014-11-15","Retail store","","","ESTHERVILLE","Fareway Store","IA","21333830560","NFY120XF0"
"328590","SHOP RITE *&","2015-03-18","","","2014-11-10","Retail store","","","NORTH BRUNSWICK","Shoprite","NJ","41190462483","NFY120XF8"
"328591","LAURA LYNN*","2015-01-22","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","86854008102","NFY120XEN"
"328595","ESSENTIAL EVERYDAY_*","2015-03-20","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303007266","NFY120XF3"
"328596","FOOD LION_*","2015-02-26","","","2014-11-08","Retail store","S1340P272218JM1754","","ROANOKE RAPIDS","Food Lion","NC","35826024800","NFY120XFG"
"328597","ESSENTIAL EVERYDAY_*","2015-03-20","","","2014-11-09","Retail store","","","PITTSBURGH","Shop N Save","PA","41303007266","NFY120XF4"
"328598","FOOD LION_*","2015-02-26","","","2014-11-08","Retail store","S1340P272218JM1754","","ROANOKE RAPIDS","Food Lion","NC","35826024800","NFY120XFH"
"328602","","2015-09-05","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","78354717288","NFY120XDQ"
"328603","","2015-09-05","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","78354717288","NFY120XDR"
"328604","","2015-08-15","","","2014-11-10","Retail store","","","WOODBRIDGE","Wegmans Food Market","NJ","78354717288","NFY120XDW"
"328605","","2015-08-15","","","2014-11-10","Retail store","","","WOODBRIDGE","Wegmans Food Market","NJ","78354717288","NFY120XDU"
"328606","","2015-09-05","","","2014-11-11","Retail store","","","LOCUST GROVE","Ingles Supermarket","GA","78354717288","NFY120XDS"
"328607","","2015-08-15","","","2014-11-10","Retail store","","","WOODBRIDGE","Wegmans Food Market","NJ","78354717288","NFY120XDV"
"328621","","2015-04-21","","","2014-11-10","Retail store","CL00020002","","HARRODSBURG","Walmart Supercenter","KY","78742430225","NFY120XFB"
"328622","","2015-04-06","","","2014-11-10","Retail store","","","HASTINGS","Walmart Supercenter","NE","78742430225","NFY120XFF"
"328623","","2015-04-22","","","2014-11-17","Retail store","","","PALMDALE","Walmart Supercenter","CA","78742430225","NFY120XFD"
"328639","","2013-05-11","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","21000300471","NFY120BSX"
"328640","","2013-04-22","","","2013-03-22","Retail store","W4 36-2158","","CARRBORO","Food Lion","NC","21000300471","NFY120BT3"
"328641","","2013-04-22","","","2013-03-22","Retail store","W4 36-2158","","CARRBORO","Food Lion","NC","21000300471","NFY120BT4"
"328642","","2013-04-18","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","21000300471","NFY120BSY"
"328647","","2013-04-25","","","2013-03-24","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","21000300471","NFY120BT1"
"328648","","2013-04-25","","","2013-03-24","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","21000300471","NFY120BT2"
"328653","","2013-05-20","","","2013-03-25","Retail store","","","FOSTER CITY","Safeway","CA","73420516208","NFY120BSB"
"328654","","2013-04-16","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","71195022641","NFY120BTY"
"328655","","2013-04-16","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","71195022641","NFY120BTX"
"328656","","2013-05-20","","","2013-03-25","Retail store","","","FOSTER CITY","Safeway","CA","73420516208","NFY120BSC"
"328661","","2013-05-27","","","2013-03-25","Retail store","","","DENVER","King Soopers Store","CO","73420516208","NFY120BSK"
"328662","","2013-05-20","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","73420516208","NFY120BSA"
"328663","","2013-05-20","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","73420516208","NFY120BS9"
"328664","","2013-05-27","","","2013-03-25","Retail store","","","DENVER","King Soopers Store","CO","73420516208","NFY120BSJ"
"328680","","2013-04-25","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000300471","NFY120BST"
"328681","","2013-04-25","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000300471","NFY120BSU"
"328682","","2013-05-10","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","21000123544","NFY120BT6"
"328683","","2013-05-11","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","21000123544","NFY120BT5"
"328696","","2013-05-10","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","21000123544","NFY120BSV"
"328697","","2013-04-13","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","21000123544","NFY120BSW"
"328698","","2013-04-06","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","21000123544","NFY120BT0"
"328699","","2013-04-27","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","21000123544","NFY120BSZ"
"328714","MEADOW GOLD VIVA COTTAGE CHEESE","2013-04-26","","","2013-03-25","Retail store","","","DENVER","King Soopers Store","CO","15700250518","NFY120BTM"
"328715","KRAFT SIMPLY COTTAGE CHEESE","2013-04-30","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000034628","NFY120BTU"
